com/fs/graphics/A/D	'super'	'o00000'	method
com/fs/graphics/A/D	'Ò00000'	'new'	method
com/fs/graphics/L	'Ò00000'	'new'	method
com/fs/graphics/L	'Õ00000'	'class'	method
com/fs/graphics/L	Object	Ó00000	method
com/fs/graphics/L	return	Ö00000	method
com/fs/graphics/Object	'Õ00000'	'class'	field
com/fs/graphics/Object	'Õ00000'	'class'	method
com/fs/graphics/Object	Object	Ó00000	field
com/fs/graphics/Object	Object	Ó00000	method
com/fs/graphics/oOoO	'super'	'o00000'	method
com/fs/graphics/oOoO	String	Ô00000	method
com/fs/graphics/util/A	'super'	'o00000'	method
com/fs/graphics/util/A	'Ò00000'	'new'	method
com/fs/graphics/util/B	'Ô00000'	'String'	method
com/fs/graphics/util/B	o00000	super	field
com/fs/graphics/util/B	o00000	super	method
com/fs/graphics/util/B	return	Ö00000	method
com/fs/profiler/Profiler	'Ò00000'	'new'	method
com/fs/profiler/Profiler	return	Ö00000	method
com/fs/starfarer/D/M	'Ó00000'	'Object'	field
com/fs/starfarer/D/return	'public'	'ÓO0000'	method
com/fs/starfarer/O0OO	'ÒÓ0000'	'while.new'	field
com/fs/starfarer/O0OO	String	Ô00000	field
com/fs/starfarer/StarfarerLauncher	'Ó00000'	'Object'	field
com/fs/starfarer/StarfarerLauncher	new	Ò00000	field
com/fs/starfarer/StarfarerLauncher	new	Ò00000	method
com/fs/starfarer/campaign/rules/OoOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO	new	Ò00000	method
com/fs/starfarer/campaign/rules/Rules	o00000	super	method
com/fs/starfarer/campaign/rules/oOOO	'super'	'o00000'	method
com/fs/starfarer/campaign/rules/oOOO	'Ó00000'	'Object'	field
com/fs/starfarer/campaign/rules/oOOO	'Ö00000'	'return'	field
com/fs/starfarer/campaign/rules/oOOO	'õ00000'	'int'	field
com/fs/starfarer/campaign/rules/oOOO	OO0000	for	field
com/fs/starfarer/campaign/rules/oOOO	class	Õ00000	field
com/fs/starfarer/campaign/rules/oOOO	float	ø00000	field
com/fs/starfarer/campaign/rules/oOOO	new	Ò00000	field
com/fs/starfarer/campaign/rules/oOOO	null	ô00000	field
com/fs/starfarer/campaign/save/B	o00000	super	method
com/fs/starfarer/combat/A/B$Oo	Object	Ó00000	field
com/fs/starfarer/combat/CombatEngine	'Ô00000'	'String'	method
com/fs/starfarer/combat/CombatEngine	Object	Ó00000	method
com/fs/starfarer/combat/CombatEngine	o00000	super	method
com/fs/starfarer/combat/CombatState$Oo	'Ó00000'	'Object'	field
com/fs/starfarer/combat/CombatState$Oo	new	Ò00000	field
com/fs/starfarer/combat/CombatState$o	'Ô00000'	'String'	field
com/fs/starfarer/combat/CombatState$o	'Ø00000'	'void'	field
com/fs/starfarer/combat/CombatState$o	'ö00000'	'if'	field
com/fs/starfarer/combat/CombatState$o	class	Õ00000	field
com/fs/starfarer/combat/CombatState$o	float	ø00000	field
com/fs/starfarer/combat/CombatState$o	new	Ò00000	field
com/fs/starfarer/combat/CombatState$o	null	ô00000	field
com/fs/starfarer/combat/CombatState$o	o00000	super	field
com/fs/starfarer/combat/E$Oo	'Ô00000'	'String'	field
com/fs/starfarer/combat/E$Oo	'Ø00000'	'void'	field
com/fs/starfarer/combat/E$Oo	'ö00000'	'if'	field
com/fs/starfarer/combat/E$Oo	class	Õ00000	field
com/fs/starfarer/combat/E$Oo	null	ô00000	field
com/fs/starfarer/combat/E$Oo	o00000	super	field
com/fs/starfarer/combat/E/A/ooOO	'Ó00000'	'Object'	method
com/fs/starfarer/combat/E/A/ooOO	'Ö00000'	'return'	method
com/fs/starfarer/combat/H	'Ò00000'	'new'	method
com/fs/starfarer/combat/OOOo	o00000	super	method
com/fs/starfarer/combat/Object/String	'super'	'o00000'	method
com/fs/starfarer/combat/Q	do	oO0000	method
com/fs/starfarer/combat/ai/N	'Ò00000'	'new'	field
com/fs/starfarer/combat/ai/OO0O	'super'	'o00000'	method
com/fs/starfarer/combat/ai/OO0O	'Ò00000'	'new'	method
com/fs/starfarer/combat/ai/OO0O	'Ö00000'	'return'	field
com/fs/starfarer/combat/ai/admiral/G$o	'Ô00000'	'String'	field
com/fs/starfarer/combat/ai/admiral/G$o	'Ø00000'	'void'	field
com/fs/starfarer/combat/ai/admiral/G$o	class	Õ00000	field
com/fs/starfarer/combat/ai/admiral/G$o	new	Ò00000	field
com/fs/starfarer/combat/entities/Ship$oo	'public'	'ÓO0000'	field
com/fs/starfarer/combat/entities/Ship$oo	'this.super'	'ÖO0000'	field
com/fs/starfarer/combat/entities/Ship$oo	'ÔO0000'	'private'	field
com/fs/starfarer/combat/entities/Ship$oo	'Ø00000'	'void'	field
com/fs/starfarer/combat/entities/Ship$oo	'ØO0000'	'super.super'	field
com/fs/starfarer/combat/entities/Ship$oo	'ö00000'	'if'	field
com/fs/starfarer/combat/entities/Ship$oo	Object	Ó00000	field
com/fs/starfarer/combat/entities/Ship$oo	for	OO0000	field
com/fs/starfarer/combat/entities/Ship$oo	int	õ00000	field
com/fs/starfarer/combat/entities/Ship$oo	o00000	super	field
com/fs/starfarer/combat/entities/Ship$oo	oO0000	do	field
com/fs/starfarer/combat/entities/Ship$oo	return	Ö00000	field
com/fs/starfarer/combat/entities/ship/A/class	o00000	super	method
com/fs/starfarer/combat/tasks/Object$o	String	Ô00000	field
com/fs/starfarer/launcher/StarfarerLauncherUI	o00000	super	field
com/fs/starfarer/launcher/StarfarerLauncherUI	o00000	super	method
com/fs/starfarer/loading/A	o00000	super	method
com/fs/starfarer/loading/B	'Ô00000'	'String'	method
com/fs/starfarer/loading/B	new	Ò00000	method
com/fs/starfarer/loading/B	o00000	super	field
com/fs/starfarer/loading/B	o00000	super	method
com/fs/starfarer/loading/K	o00000	super	method
com/fs/starfarer/loading/Q	'super'	'o00000'	method
com/fs/starfarer/loading/Q	'Ó00000'	'Object'	method
com/fs/starfarer/loading/Q	'Ö00000'	'return'	method
com/fs/starfarer/loading/Q	String	Ô00000	method
com/fs/starfarer/loading/Q	new	Ò00000	field
com/fs/starfarer/loading/Q	void	Ø00000	method
com/fs/starfarer/loading/ResourceLoaderState$Oo	new	Ò00000	field
com/fs/starfarer/loading/ResourceLoaderState$Oo	o00000	super	field
com/fs/starfarer/loading/ResourceLoaderState$o	'Ó00000'	'Object'	field
com/fs/starfarer/loading/ResourceLoaderState$o	'Ö00000'	'return'	field
com/fs/starfarer/loading/ResourceLoaderState$o	String	Ô00000	field
com/fs/starfarer/loading/ResourceLoaderState$o	void	Ø00000	field
com/fs/starfarer/loading/S	o00000	super	field
com/fs/starfarer/loading/ShipNameStore	o00000	super	method
com/fs/starfarer/loading/SpecStore	'Ó00000'	'Object'	field
com/fs/starfarer/loading/SpecStore	'Ö00000'	'return'	field
com/fs/starfarer/loading/SpecStore	'õ00000'	'int'	field
com/fs/starfarer/loading/SpecStore	class	Õ00000	field
com/fs/starfarer/loading/SpecStore	float	ø00000	field
com/fs/starfarer/loading/SpecStore	new	Ò00000	field
com/fs/starfarer/loading/SpecStore	null	ô00000	field
com/fs/starfarer/loading/StarfarerStrings	'super'	'o00000'	method
com/fs/starfarer/loading/String	o00000	super	field
com/fs/starfarer/loading/String	o00000	super	method
com/fs/starfarer/loading/String	return	Ö00000	method
com/fs/starfarer/loading/WeaponSpecLoader	'Ò00000'	'new'	method
com/fs/starfarer/loading/WeaponSpreadsheetLoader	'Ò00000'	'new'	field
com/fs/starfarer/loading/int	o00000	super	method
com/fs/starfarer/loading/o0OO	'public'	'ÓO0000'	method
com/fs/starfarer/loading/o0OO	'Ò00000'	'new'	method
com/fs/starfarer/loading/o0OO	'ÒO0000'	'while'	method
com/fs/starfarer/loading/o0OO	'Õ00000'	'class'	method
com/fs/starfarer/loading/o0OO	'ô00000'	'null'	method
com/fs/starfarer/loading/o0OO	'ø00000'	'float'	method
com/fs/starfarer/loading/o0OO	Object	Ó00000	method
com/fs/starfarer/loading/o0OO	for	OO0000	method
com/fs/starfarer/loading/o0OO	int	õ00000	method
com/fs/starfarer/loading/o0OO	return	Ö00000	method
com/fs/starfarer/loading/oO0O	'super'	'o00000'	method
com/fs/starfarer/loading/oO0O	'Ó00000'	'Object'	method
com/fs/starfarer/loading/oO0O	String	Ô00000	method
com/fs/starfarer/loading/oO0O	o00000	super	field
com/fs/starfarer/loading/scripts/ScriptStore	'super'	'o00000'	field
com/fs/starfarer/loading/scripts/ScriptStore	'Ó00000'	'Object'	field
com/fs/starfarer/loading/scripts/ScriptStore	'Ö00000'	'return'	field
com/fs/starfarer/loading/scripts/ScriptStore	'õ00000'	'int'	field
com/fs/starfarer/loading/scripts/ScriptStore	OO0000	for	field
com/fs/starfarer/loading/scripts/ScriptStore	String	Ô00000	field
com/fs/starfarer/loading/scripts/ScriptStore	do	oO0000	field
com/fs/starfarer/loading/scripts/ScriptStore	if	ö00000	field
com/fs/starfarer/loading/scripts/ScriptStore	void	Ø00000	field
com/fs/starfarer/loading/specs/O0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$Oo	'Ó00000'	'Object'	field
com/fs/starfarer/loading/specs/O0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$Oo	'Ó00000'	'Object'	method
com/fs/starfarer/loading/specs/OoOO	'Object.new'	'ÓÒ0000'	field
com/fs/starfarer/loading/specs/OoOO	'Object.new'	'ÓÒ0000'	method
com/fs/starfarer/loading/specs/OoOO	'Object.super'	'õO0000'	field
com/fs/starfarer/loading/specs/OoOO	'Object.super'	'õO0000'	method
com/fs/starfarer/loading/specs/OoOO	'for.super'	'Öo0000'	field
com/fs/starfarer/loading/specs/OoOO	'for.super'	'Öo0000'	method
com/fs/starfarer/loading/specs/OoOO	'Òo0000'	'null.super'	field
com/fs/starfarer/loading/specs/OoOO	'ÒÒ0000'	'new.new'	field
